Time,Data1,Data2,Data3
2021-3-4-4-17-18,28,28,82
2021-3-4-4-17-19,26,29,84
2021-3-4-4-17-20,23,32,83
2021-3-4-4-17-21,21,30,84
2021-3-4-4-17-22,18,33,87
2021-3-4-4-17-23,17,32,85
2021-3-4-4-17-24,20,33,87
2021-3-4-4-17-25,18,31,89
2021-3-4-4-17-26,19,34,88
2021-3-4-4-17-27,22,34,89
2021-3-4-4-17-28,23,34,89
2021-3-4-4-17-29,25,37,92
2021-3-4-4-17-30,28,37,95
2021-3-4-4-17-31,27,35,94
2021-3-4-4-17-32,25,33,93
2021-3-4-4-17-33,25,33,92
2021-3-4-4-17-34,27,31,95
2021-3-4-4-17-35,26,32,92
2021-3-4-4-17-36,25,34,89
2021-3-4-4-17-37,25,37,89
2021-3-4-4-17-38,24,34,86
2021-3-4-4-17-39,21,32,89
2021-3-4-4-17-40,23,33,87
2021-3-4-4-17-41,26,30,84
2021-3-4-4-17-42,29,33,82
2021-3-4-4-17-43,26,32,80
2021-3-4-4-17-44,28,29,77
2021-3-4-4-17-45,31,32,74
2021-3-4-4-17-46,32,31,77
2021-3-4-4-17-47,32,29,79
2021-3-4-4-17-48,34,31,79
2021-3-4-4-17-49,36,32,77
2021-3-4-4-17-50,38,33,75
2021-3-4-4-17-51,41,36,78
2021-3-4-4-17-52,43,34,79
2021-3-4-4-17-53,42,33,78
2021-3-4-4-17-54,41,35,75
2021-3-4-4-17-55,40,38,77
2021-3-4-4-17-56,38,37,75
2021-3-4-4-17-57,41,38,72
2021-3-4-4-17-58,40,35,69
2021-3-4-4-17-59,40,34,69
2021-3-4-4-18-0,37,36,70
2021-3-4-4-18-1,34,36,70
2021-3-4-4-18-2,35,34,73
2021-3-4-4-18-3,33,36,75
2021-3-4-4-18-4,36,33,74
2021-3-4-4-18-5,33,34,71
2021-3-4-4-18-6,34,36,68
2021-3-4-4-18-7,36,35,68
2021-3-4-4-18-8,37,33,68
2021-3-4-4-18-9,34,34,67
2021-3-4-4-18-10,33,32,66
2021-3-4-4-18-11,36,30,68
2021-3-4-4-18-12,34,28,71
2021-3-4-4-18-13,32,25,74
2021-3-4-4-18-14,35,22,77
2021-3-4-4-18-15,37,23,79
2021-3-4-4-18-16,39,25,79
2021-3-4-4-18-17,39,25,76
2021-3-4-4-18-18,39,22,79
2021-3-4-4-18-19,38,19,79
2021-3-4-4-18-20,39,19,79
2021-3-4-4-18-21,42,20,82
2021-3-4-4-18-22,42,19,79
2021-3-4-4-18-23,39,17,77
2021-3-4-4-18-24,36,15,75
2021-3-4-4-18-25,38,16,77
2021-3-4-4-18-26,36,13,76
2021-3-4-4-18-27,37,14,79
2021-3-4-4-18-28,34,13,76
2021-3-4-4-18-29,34,15,79
2021-3-4-4-18-30,37,15,78
2021-3-4-4-18-31,36,17,76
2021-3-4-4-18-32,33,18,76
2021-3-4-4-18-33,34,16,77
2021-3-4-4-18-34,36,17,78
2021-3-4-4-18-35,37,20,78
2021-3-4-4-18-36,38,17,78
2021-3-4-4-18-37,37,15,79
2021-3-4-4-18-38,34,17,81
2021-3-4-4-18-39,35,19,79
2021-3-4-4-18-40,34,16,80
2021-3-4-4-18-41,32,16,82
2021-3-4-4-18-42,32,14,82
2021-3-4-4-18-43,32,13,83
2021-3-4-4-18-44,31,11,84
2021-3-4-4-18-45,28,14,82
2021-3-4-4-18-46,27,17,85
2021-3-4-4-18-47,28,15,85
2021-3-4-4-18-48,27,17,83
2021-3-4-4-18-49,25,20,83
2021-3-4-4-18-50,26,18,81
2021-3-4-4-18-51,25,15,78
2021-3-4-4-18-52,24,16,75
2021-3-4-4-18-53,24,13,78
2021-3-4-4-18-54,25,13,80
2021-3-4-4-18-55,27,10,81
2021-3-4-4-18-56,25,10,83
2021-3-4-4-18-57,28,11,83
2021-3-4-4-18-58,31,8,80
2021-3-4-4-18-59,29,11,80
2021-3-4-4-19-0,28,10,79
2021-3-4-4-19-1,30,13,82
2021-3-4-4-19-2,27,12,79
2021-3-4-4-19-3,26,14,78
2021-3-4-4-19-4,24,11,76
2021-3-4-4-19-5,21,14,79
2021-3-4-4-19-6,21,11,80
2021-3-4-4-19-7,18,11,77
2021-3-4-4-19-8,15,13,78
2021-3-4-4-19-9,17,10,80
2021-3-4-4-19-10,17,11,82
2021-3-4-4-19-11,18,13,81
2021-3-4-4-19-12,21,10,81
2021-3-4-4-19-13,24,8,79
2021-3-4-4-19-14,24,6,79
2021-3-4-4-19-15,23,7,78
2021-3-4-4-19-16,22,7,76
2021-3-4-4-19-17,24,4,77
2021-3-4-4-19-18,26,2,79
2021-3-4-4-19-19,28,0,79
2021-3-4-4-19-20,26,3,78
2021-3-4-4-19-21,29,4,75
2021-3-4-4-19-22,28,2,76
2021-3-4-4-19-23,28,2,79
2021-3-4-4-19-24,28,3,77
2021-3-4-4-19-25,27,6,79
2021-3-4-4-19-26,26,4,81
2021-3-4-4-19-27,28,6,82
2021-3-4-4-19-28,30,8,84
2021-3-4-4-19-29,33,10,84
2021-3-4-4-19-30,33,13,87
2021-3-4-4-19-31,30,13,87
2021-3-4-4-19-32,31,16,88
2021-3-4-4-19-33,28,14,88
2021-3-4-4-19-34,26,13,91
2021-3-4-4-19-35,28,14,92
2021-3-4-4-19-36,25,15,90
2021-3-4-4-19-37,27,16,92
2021-3-4-4-19-38,30,15,94
2021-3-4-4-19-39,30,16,96
2021-3-4-4-19-40,27,15,95
2021-3-4-4-19-41,27,16,97
2021-3-4-4-19-42,24,19,95
2021-3-4-4-19-43,24,18,96
2021-3-4-4-19-44,27,18,93
2021-3-4-4-19-45,26,20,91
2021-3-4-4-19-46,29,21,91
2021-3-4-4-19-47,32,19,94
2021-3-4-4-19-48,33,22,93
2021-3-4-4-19-49,33,19,95
2021-3-4-4-19-50,32,21,92
2021-3-4-4-19-51,35,20,94
2021-3-4-4-19-52,32,17,96
2021-3-4-4-19-53,32,17,96
2021-3-4-4-19-54,29,20,95
2021-3-4-4-19-55,28,23,93
2021-3-4-4-19-56,28,26,94
2021-3-4-4-19-57,27,28,94
2021-3-4-4-19-58,30,28,94
2021-3-4-4-19-59,27,31,94
2021-3-4-4-20-0,27,33,96
2021-3-4-4-20-1,29,36,97
2021-3-4-4-20-2,30,38,95
2021-3-4-4-20-3,27,37,96
2021-3-4-4-20-4,24,36,96
2021-3-4-4-20-5,24,39,95
2021-3-4-4-20-6,21,36,94
2021-3-4-4-20-7,19,38,97
2021-3-4-4-20-8,20,36,99
2021-3-4-4-20-9,21,34,96
2021-3-4-4-20-10,18,33,93
2021-3-4-4-20-11,18,30,96
2021-3-4-4-20-12,19,29,94
2021-3-4-4-20-13,22,28,93
2021-3-4-4-20-14,24,26,96
2021-3-4-4-20-15,27,27,94
2021-3-4-4-20-16,28,28,96
2021-3-4-4-20-17,27,28,95
2021-3-4-4-20-18,27,25,98
2021-3-4-4-20-19,28,23,96
2021-3-4-4-20-20,27,24,93
2021-3-4-4-20-21,24,25,92
2021-3-4-4-20-22,21,26,92
2021-3-4-4-20-23,22,25,92
2021-3-4-4-20-24,22,22,94
2021-3-4-4-20-25,25,22,91
2021-3-4-4-20-26,24,21,91
2021-3-4-4-20-27,22,21,91
2021-3-4-4-20-28,19,23,94
2021-3-4-4-20-29,21,23,97
2021-3-4-4-20-30,19,24,97
2021-3-4-4-20-31,18,22,100
2021-3-4-4-20-32,19,21,97
2021-3-4-4-20-33,17,22,96
2021-3-4-4-20-34,19,23,93
2021-3-4-4-20-35,16,24,93
2021-3-4-4-20-36,14,22,90
2021-3-4-4-20-37,14,19,92
2021-3-4-4-20-38,14,22,92
2021-3-4-4-20-39,14,24,90
2021-3-4-4-20-40,15,21,93
2021-3-4-4-20-41,17,23,96
2021-3-4-4-20-42,18,26,95
2021-3-4-4-20-43,18,26,93
2021-3-4-4-20-44,15,27,90
2021-3-4-4-20-45,18,27,91
2021-3-4-4-20-46,20,30,91
2021-3-4-4-20-47,18,29,91
2021-3-4-4-20-48,21,27,91
2021-3-4-4-20-49,24,24,93
2021-3-4-4-20-50,22,24,94
2021-3-4-4-20-51,20,21,95
2021-3-4-4-20-52,17,22,98
2021-3-4-4-20-53,14,19,100
2021-3-4-4-20-54,15,21,97
2021-3-4-4-20-55,14,22,95
2021-3-4-4-20-56,16,20,96
2021-3-4-4-20-57,13,17,99
2021-3-4-4-20-58,12,16,99
2021-3-4-4-20-59,10,18,100
2021-3-4-4-21-0,11,21,98
2021-3-4-4-21-1,13,19,98
2021-3-4-4-21-2,13,20,100
2021-3-4-4-21-3,14,21,99
2021-3-4-4-21-4,15,23,100
2021-3-4-4-21-5,15,21,99
2021-3-4-4-21-6,12,23,98
2021-3-4-4-21-7,12,25,96
2021-3-4-4-21-8,11,25,98
2021-3-4-4-21-9,14,24,95
2021-3-4-4-21-10,17,27,95
2021-3-4-4-21-11,20,26,96
2021-3-4-4-21-12,17,25,93
2021-3-4-4-21-13,14,27,93
2021-3-4-4-21-14,12,25,95
2021-3-4-4-21-15,9,26,98
2021-3-4-4-21-16,7,26,97
2021-3-4-4-21-17,6,23,97
2021-3-4-4-21-18,3,25,97
2021-3-4-4-21-19,3,23,100
2021-3-4-4-21-20,1,25,97
2021-3-4-4-21-21,4,25,100
2021-3-4-4-21-22,2,22,99
2021-3-4-4-21-23,0,21,99
2021-3-4-4-21-24,3,19,100
2021-3-4-4-21-25,6,21,97
2021-3-4-4-21-26,6,18,99
2021-3-4-4-21-27,4,21,99
2021-3-4-4-21-28,4,20,96
2021-3-4-4-21-29,2,18,97
2021-3-4-4-21-30,5,21,99
2021-3-4-4-21-31,4,18,100
2021-3-4-4-21-32,6,16,98
2021-3-4-4-21-33,3,13,100
2021-3-4-4-21-34,6,11,98
2021-3-4-4-21-35,6,13,95
2021-3-4-4-21-36,5,15,94
2021-3-4-4-21-37,6,13,91
2021-3-4-4-21-38,3,14,89
2021-3-4-4-21-39,0,17,88
2021-3-4-4-21-40,1,20,87
2021-3-4-4-21-41,2,20,88
2021-3-4-4-21-42,5,22,86
2021-3-4-4-21-43,2,19,85
2021-3-4-4-21-44,0,16,87
2021-3-4-4-21-45,3,14,87
2021-3-4-4-21-46,3,15,85
2021-3-4-4-21-47,3,12,88
2021-3-4-4-21-48,1,9,89
2021-3-4-4-21-49,1,11,88
2021-3-4-4-21-50,0,9,88
2021-3-4-4-21-51,2,12,85
2021-3-4-4-21-52,0,13,87
2021-3-4-4-21-53,1,14,84
2021-3-4-4-21-54,1,15,83
2021-3-4-4-21-55,3,17,80
2021-3-4-4-21-56,6,19,78
2021-3-4-4-21-57,9,16,79
2021-3-4-4-21-58,6,19,80
2021-3-4-4-21-59,7,17,83
2021-3-4-4-22-0,5,20,82
2021-3-4-4-22-1,3,21,83
2021-3-4-4-22-2,3,19,85
2021-3-4-4-22-3,5,20,88
2021-3-4-4-22-4,6,23,90
2021-3-4-4-22-5,3,22,90
2021-3-4-4-22-6,3,23,89
2021-3-4-4-22-7,5,25,90
2021-3-4-4-22-8,6,25,93
2021-3-4-4-22-9,7,24,91
2021-3-4-4-22-10,9,23,92
2021-3-4-4-22-11,7,25,93
2021-3-4-4-22-12,6,27,93
2021-3-4-4-22-13,8,26,96
2021-3-4-4-22-14,7,24,98
2021-3-4-4-22-15,4,27,95
2021-3-4-4-22-16,4,25,98
2021-3-4-4-22-17,5,28,100
2021-3-4-4-22-18,8,28,98
2021-3-4-4-22-19,9,25,100
2021-3-4-4-22-20,6,23,97
2021-3-4-4-22-21,7,26,96
2021-3-4-4-22-22,5,29,95
2021-3-4-4-22-23,4,27,96
2021-3-4-4-22-24,2,29,94
2021-3-4-4-22-25,1,28,95
2021-3-4-4-22-26,1,26,93
2021-3-4-4-22-27,4,23,91
2021-3-4-4-22-28,3,23,88
2021-3-4-4-22-29,5,21,88
2021-3-4-4-22-30,6,24,91
2021-3-4-4-22-31,3,23,94
2021-3-4-4-22-32,2,23,91
2021-3-4-4-22-33,4,25,88
2021-3-4-4-22-34,3,27,87
2021-3-4-4-22-35,4,27,89
2021-3-4-4-22-36,7,24,90
2021-3-4-4-22-37,7,23,92
2021-3-4-4-22-38,6,23,93
2021-3-4-4-22-39,7,26,95
2021-3-4-4-22-40,4,27,94
2021-3-4-4-22-41,5,28,97
2021-3-4-4-22-42,8,26,96
2021-3-4-4-22-43,5,23,93
2021-3-4-4-22-44,5,22,90
2021-3-4-4-22-45,8,23,89
2021-3-4-4-22-46,10,20,87
2021-3-4-4-22-47,12,17,85
2021-3-4-4-22-48,10,16,85
2021-3-4-4-22-49,11,13,83
2021-3-4-4-22-50,9,14,83
2021-3-4-4-22-51,11,17,80
2021-3-4-4-22-52,12,19,83
2021-3-4-4-22-53,15,18,82
2021-3-4-4-22-54,12,17,79
2021-3-4-4-22-55,12,15,79
2021-3-4-4-22-56,10,14,77
2021-3-4-4-22-57,10,16,74
2021-3-4-4-22-58,8,13,77
2021-3-4-4-22-59,8,10,78
2021-3-4-4-23-0,8,12,76
2021-3-4-4-23-1,9,10,73
2021-3-4-4-23-2,7,10,70
2021-3-4-4-23-3,6,10,72
2021-3-4-4-23-4,9,13,69
2021-3-4-4-23-5,6,13,70
2021-3-4-4-23-6,6,14,67
2021-3-4-4-23-7,8,11,67
2021-3-4-4-23-8,6,9,66
2021-3-4-4-23-9,5,7,69
2021-3-4-4-23-10,5,10,66
2021-3-4-4-23-11,6,8,66
2021-3-4-4-23-12,8,11,65
2021-3-4-4-23-13,5,14,67
2021-3-4-4-23-14,4,16,69
2021-3-4-4-23-15,5,17,66
2021-3-4-4-23-16,4,19,64
2021-3-4-4-23-17,4,19,63
2021-3-4-4-23-18,1,21,63
2021-3-4-4-23-19,0,18,63
2021-3-4-4-23-20,2,20,65
2021-3-4-4-23-21,5,23,68
2021-3-4-4-23-22,5,20,66
2021-3-4-4-23-23,3,17,65
2021-3-4-4-23-24,6,17,62
2021-3-4-4-23-25,4,20,64
2021-3-4-4-23-26,5,19,63
2021-3-4-4-23-27,8,16,60
2021-3-4-4-23-28,5,19,58
2021-3-4-4-23-29,6,20,60
2021-3-4-4-23-30,5,18,60
2021-3-4-4-23-31,2,15,57
2021-3-4-4-23-32,0,17,56
2021-3-4-4-23-33,3,20,58
2021-3-4-4-23-34,4,17,55
2021-3-4-4-23-35,3,15,56
2021-3-4-4-23-36,1,18,56
2021-3-4-4-23-37,0,18,54
2021-3-4-4-23-38,1,15,51
2021-3-4-4-23-39,4,18,51
2021-3-4-4-23-40,1,16,52
2021-3-4-4-23-41,0,16,55
2021-3-4-4-23-42,1,18,58
2021-3-4-4-23-43,0,20,61
2021-3-4-4-23-44,3,20,60
2021-3-4-4-23-45,0,18,61
2021-3-4-4-23-46,2,18,63
2021-3-4-4-23-47,4,17,63
2021-3-4-4-23-48,6,16,66
2021-3-4-4-23-49,6,14,66
2021-3-4-4-23-50,6,14,69
2021-3-4-4-23-51,3,15,66
2021-3-4-4-23-52,3,15,63
2021-3-4-4-23-53,6,12,64
2021-3-4-4-23-54,3,14,61
2021-3-4-4-23-55,5,14,61
2021-3-4-4-23-56,6,11,63
2021-3-4-4-23-57,4,13,65
2021-3-4-4-23-58,1,10,64
2021-3-4-4-23-59,2,13,64
2021-3-4-4-24-0,3,12,67
2021-3-4-4-24-1,0,10,68
2021-3-4-4-24-2,1,13,65
2021-3-4-4-24-3,0,11,64
2021-3-4-4-24-4,1,14,65
2021-3-4-4-24-5,0,13,66
2021-3-4-4-24-6,3,10,65
2021-3-4-4-24-7,0,8,68
2021-3-4-4-24-8,3,11,67
2021-3-4-4-24-9,3,11,67
2021-3-4-4-24-10,2,14,67
2021-3-4-4-24-11,0,15,68
2021-3-4-4-24-12,3,18,70
2021-3-4-4-24-13,4,15,73
2021-3-4-4-24-14,7,16,72
2021-3-4-4-24-15,4,13,73
2021-3-4-4-24-16,3,14,72
2021-3-4-4-24-17,5,17,69
2021-3-4-4-24-18,8,19,71
2021-3-4-4-24-19,9,20,71
2021-3-4-4-24-20,9,22,70
2021-3-4-4-24-21,11,24,69
2021-3-4-4-24-22,14,23,67
2021-3-4-4-24-23,17,24,68
2021-3-4-4-24-24,17,24,71
2021-3-4-4-24-25,16,26,69
2021-3-4-4-24-26,15,25,72
2021-3-4-4-24-27,16,25,71
2021-3-4-4-24-28,14,26,70
2021-3-4-4-24-29,16,24,68
2021-3-4-4-24-30,18,24,66
2021-3-4-4-24-31,16,22,67
2021-3-4-4-24-32,18,20,68
2021-3-4-4-24-33,17,19,67
2021-3-4-4-24-34,18,18,70
2021-3-4-4-24-35,21,19,68
2021-3-4-4-24-36,19,20,71
2021-3-4-4-24-37,16,23,74
2021-3-4-4-24-38,14,20,76
2021-3-4-4-24-39,12,18,74
2021-3-4-4-24-40,9,15,76
2021-3-4-4-24-41,6,15,75
2021-3-4-4-24-42,9,16,77
2021-3-4-4-24-43,7,15,75
2021-3-4-4-24-44,4,12,76
2021-3-4-4-24-45,2,15,78
2021-3-4-4-24-46,1,12,77
2021-3-4-4-24-47,0,13,74
2021-3-4-4-24-48,2,16,75
2021-3-4-4-24-49,3,17,75
2021-3-4-4-24-50,2,18,78
2021-3-4-4-24-51,2,17,81
2021-3-4-4-24-52,1,14,83
2021-3-4-4-24-53,4,11,80
2021-3-4-4-24-54,1,9,79
2021-3-4-4-24-55,3,6,79
2021-3-4-4-24-56,3,7,79
2021-3-4-4-24-57,0,8,78
2021-3-4-4-24-58,1,8,81
2021-3-4-4-24-59,1,7,83
2021-3-4-4-25-0,2,6,83
2021-3-4-4-25-1,0,4,80
2021-3-4-4-25-2,1,5,80
2021-3-4-4-25-3,4,4,79
2021-3-4-4-25-4,7,3,82
2021-3-4-4-25-5,4,4,82
2021-3-4-4-25-6,1,7,81
2021-3-4-4-25-7,0,7,78
2021-3-4-4-25-8,2,4,78
2021-3-4-4-25-9,1,5,78
2021-3-4-4-25-10,1,4,80
2021-3-4-4-25-11,0,1,79
2021-3-4-4-25-12,3,4,82
2021-3-4-4-25-13,5,2,82
2021-3-4-4-25-14,8,3,85
2021-3-4-4-25-15,6,3,86
2021-3-4-4-25-16,6,6,89
2021-3-4-4-25-17,6,5,88
2021-3-4-4-25-18,4,5,89
2021-3-4-4-25-19,6,2,91
2021-3-4-4-25-20,9,2,93
2021-3-4-4-25-21,6,3,92
2021-3-4-4-25-22,7,4,90
2021-3-4-4-25-23,9,6,88
2021-3-4-4-25-24,9,5,89
2021-3-4-4-25-25,7,5,92
2021-3-4-4-25-26,10,5,90
2021-3-4-4-25-27,13,2,91
2021-3-4-4-25-28,16,2,90
2021-3-4-4-25-29,15,0,93
2021-3-4-4-25-30,16,2,92
2021-3-4-4-25-31,13,1,90
2021-3-4-4-25-32,14,3,93
2021-3-4-4-25-33,11,6,92
2021-3-4-4-25-34,13,9,89
2021-3-4-4-25-35,15,11,88
2021-3-4-4-25-36,18,11,90
2021-3-4-4-25-37,15,10,92
2021-3-4-4-25-38,14,11,91
2021-3-4-4-25-39,15,14,88
2021-3-4-4-25-40,18,15,90
2021-3-4-4-25-41,16,12,90
2021-3-4-4-25-42,13,10,88
2021-3-4-4-25-43,14,9,86
2021-3-4-4-25-44,15,10,84
2021-3-4-4-25-45,12,7,87
2021-3-4-4-25-46,9,10,87
2021-3-4-4-25-47,7,12,86
2021-3-4-4-25-48,8,13,89
2021-3-4-4-25-49,7,12,89
2021-3-4-4-25-50,10,10,89
2021-3-4-4-25-51,11,12,91
2021-3-4-4-25-52,11,11,92
2021-3-4-4-25-53,14,14,94
2021-3-4-4-25-54,12,16,91
2021-3-4-4-25-55,11,15,94
2021-3-4-4-25-56,10,14,96
2021-3-4-4-25-57,12,13,97
2021-3-4-4-25-58,9,14,97
2021-3-4-4-25-59,7,17,95
2021-3-4-4-26-0,7,17,93
2021-3-4-4-26-1,6,19,91
2021-3-4-4-26-2,7,18,89
2021-3-4-4-26-3,5,17,90
2021-3-4-4-26-4,7,14,93
2021-3-4-4-26-5,6,14,93
2021-3-4-4-26-6,5,15,96
2021-3-4-4-26-7,5,16,95
2021-3-4-4-26-8,4,18,97
2021-3-4-4-26-9,6,17,99
2021-3-4-4-26-10,6,14,96
2021-3-4-4-26-11,5,16,97
2021-3-4-4-26-12,3,17,99
2021-3-4-4-26-13,2,14,97
2021-3-4-4-26-14,5,11,100
2021-3-4-4-26-15,8,11,97
2021-3-4-4-26-16,5,14,97
2021-3-4-4-26-17,7,15,99
2021-3-4-4-26-18,8,14,100
2021-3-4-4-26-19,11,11,99
2021-3-4-4-26-20,12,9,97
2021-3-4-4-26-21,11,6,94
2021-3-4-4-26-22,8,5,93
2021-3-4-4-26-23,6,5,90
2021-3-4-4-26-24,3,8,93
2021-3-4-4-26-25,3,10,90
2021-3-4-4-26-26,4,13,89
2021-3-4-4-26-27,7,16,91
2021-3-4-4-26-28,4,13,90
2021-3-4-4-26-29,7,16,90
2021-3-4-4-26-30,6,19,87
2021-3-4-4-26-31,8,16,85
2021-3-4-4-26-32,6,15,83
2021-3-4-4-26-33,9,15,85
2021-3-4-4-26-34,12,13,87
2021-3-4-4-26-35,13,12,87
2021-3-4-4-26-36,15,9,87
2021-3-4-4-26-37,16,12,88
2021-3-4-4-26-38,16,15,88
2021-3-4-4-26-39,14,15,89
2021-3-4-4-26-40,14,15,86
2021-3-4-4-26-41,14,16,83
2021-3-4-4-26-42,15,14,83
2021-3-4-4-26-43,16,16,83
2021-3-4-4-26-44,18,14,83
2021-3-4-4-26-45,20,12,82
2021-3-4-4-26-46,17,15,82
2021-3-4-4-26-47,17,12,81
2021-3-4-4-26-48,17,15,82
2021-3-4-4-26-49,14,15,80
2021-3-4-4-26-50,14,16,79
2021-3-4-4-26-51,11,16,82
2021-3-4-4-26-52,8,19,79
2021-3-4-4-26-53,10,17,82
2021-3-4-4-26-54,13,16,80
2021-3-4-4-26-55,11,15,82
2021-3-4-4-26-56,8,14,84
2021-3-4-4-26-57,7,16,81
2021-3-4-4-26-58,10,16,81
2021-3-4-4-26-59,13,17,81
2021-3-4-4-27-0,11,14,82
2021-3-4-4-27-1,8,12,85
2021-3-4-4-27-2,9,12,83
2021-3-4-4-27-3,10,11,85
2021-3-4-4-27-4,9,14,85
2021-3-4-4-27-5,9,13,82
2021-3-4-4-27-6,11,10,82
2021-3-4-4-27-7,8,13,82
2021-3-4-4-27-8,10,15,85
2021-3-4-4-27-9,9,16,88
2021-3-4-4-27-10,9,18,87
2021-3-4-4-27-11,7,20,84
2021-3-4-4-27-12,5,19,81
2021-3-4-4-27-13,7,17,78
2021-3-4-4-27-14,4,20,80
2021-3-4-4-27-15,2,23,78
2021-3-4-4-27-16,4,23,75
2021-3-4-4-27-17,1,23,72
2021-3-4-4-27-18,3,24,74
2021-3-4-4-27-19,3,26,75
2021-3-4-4-27-20,5,27,78
2021-3-4-4-27-21,5,26,77
2021-3-4-4-27-22,6,25,74
2021-3-4-4-27-23,6,28,77
2021-3-4-4-27-24,5,25,74
2021-3-4-4-27-25,3,26,71
2021-3-4-4-27-26,1,25,69
2021-3-4-4-27-27,0,25,68
2021-3-4-4-27-28,3,24,68
2021-3-4-4-27-29,6,26,69
2021-3-4-4-27-30,5,27,72
2021-3-4-4-27-31,3,28,75
2021-3-4-4-27-32,6,28,72
2021-3-4-4-27-33,6,31,69
2021-3-4-4-27-34,8,31,69
2021-3-4-4-27-35,9,31,66
2021-3-4-4-27-36,8,30,68
2021-3-4-4-27-37,6,27,65
2021-3-4-4-27-38,7,26,66
2021-3-4-4-27-39,6,24,68
2021-3-4-4-27-40,5,26,71
2021-3-4-4-27-41,5,29,74
2021-3-4-4-27-42,8,31,76
2021-3-4-4-27-43,7,33,73
2021-3-4-4-27-44,6,36,71
2021-3-4-4-27-45,6,38,71
2021-3-4-4-27-46,8,35,68
2021-3-4-4-27-47,9,32,67
2021-3-4-4-27-48,12,32,68
2021-3-4-4-27-49,15,34,69
2021-3-4-4-27-50,17,33,67
2021-3-4-4-27-51,17,33,69
2021-3-4-4-27-52,18,30,72
2021-3-4-4-27-53,21,31,75
2021-3-4-4-27-54,20,29,78
2021-3-4-4-27-55,19,27,79
2021-3-4-4-27-56,18,25,82
2021-3-4-4-27-57,17,24,83
2021-3-4-4-27-58,14,21,85
2021-3-4-4-27-59,16,21,88
2021-3-4-4-28-0,13,21,85
2021-3-4-4-28-1,12,23,87
2021-3-4-4-28-2,14,25,89
2021-3-4-4-28-3,12,22,86
2021-3-4-4-28-4,11,20,88
2021-3-4-4-28-5,14,19,89
2021-3-4-4-28-6,14,17,91
2021-3-4-4-28-7,12,14,91
2021-3-4-4-28-8,9,16,93
2021-3-4-4-28-9,8,19,92
2021-3-4-4-28-10,5,17,94
2021-3-4-4-28-11,3,15,96
2021-3-4-4-28-12,5,13,98
2021-3-4-4-28-13,3,13,97
2021-3-4-4-28-14,3,15,97
2021-3-4-4-28-15,4,14,98
2021-3-4-4-28-16,5,17,97
2021-3-4-4-28-17,8,20,99
2021-3-4-4-28-18,7,23,98
2021-3-4-4-28-19,10,25,99
2021-3-4-4-28-20,7,22,98
2021-3-4-4-28-21,10,24,100
2021-3-4-4-28-22,12,27,97
2021-3-4-4-28-23,14,25,94
2021-3-4-4-28-24,14,26,93
2021-3-4-4-28-25,15,25,94
2021-3-4-4-28-26,13,28,95
2021-3-4-4-28-27,11,26,98
2021-3-4-4-28-28,14,26,99
2021-3-4-4-28-29,11,24,100
2021-3-4-4-28-30,8,22,99
2021-3-4-4-28-31,8,23,100
2021-3-4-4-28-32,6,22,97
2021-3-4-4-28-33,7,19,99
2021-3-4-4-28-34,4,21,99
2021-3-4-4-28-35,3,22,99
2021-3-4-4-28-36,0,24,100
2021-3-4-4-28-37,3,25,97
2021-3-4-4-28-38,2,24,97
2021-3-4-4-28-39,0,22,95
2021-3-4-4-28-40,3,25,96
2021-3-4-4-28-41,2,27,96
2021-3-4-4-28-42,3,30,94
2021-3-4-4-28-43,2,27,93
2021-3-4-4-28-44,3,26,94
2021-3-4-4-28-45,0,23,97
2021-3-4-4-28-46,2,23,95
2021-3-4-4-28-47,0,26,98
2021-3-4-4-28-48,2,28,95
2021-3-4-4-28-49,0,30,96
2021-3-4-4-28-50,3,31,98
2021-3-4-4-28-51,5,30,97
2021-3-4-4-28-52,6,27,100
2021-3-4-4-28-53,5,24,99
2021-3-4-4-28-54,7,24,100
2021-3-4-4-28-55,8,26,98
2021-3-4-4-28-56,8,27,99
2021-3-4-4-28-57,10,26,100
2021-3-4-4-28-58,8,25,98
2021-3-4-4-28-59,9,27,99
2021-3-4-4-29-0,10,27,97
2021-3-4-4-29-1,13,28,98
2021-3-4-4-29-2,11,25,98
2021-3-4-4-29-3,8,24,100
2021-3-4-4-29-4,7,25,97
2021-3-4-4-29-5,7,23,99
2021-3-4-4-29-6,7,21,100
2021-3-4-4-29-7,7,20,99
2021-3-4-4-29-8,4,21,100
2021-3-4-4-29-9,1,19,98
2021-3-4-4-29-10,3,20,95
2021-3-4-4-29-11,1,18,98
2021-3-4-4-29-12,0,20,100
2021-3-4-4-29-13,2,21,98
2021-3-4-4-29-14,2,21,99
2021-3-4-4-29-15,1,24,99
2021-3-4-4-29-16,4,23,100
2021-3-4-4-29-17,7,26,99
2021-3-4-4-29-18,7,27,99
2021-3-4-4-29-19,5,24,97
2021-3-4-4-29-20,4,22,99
2021-3-4-4-29-21,7,19,100
2021-3-4-4-29-22,7,16,99
2021-3-4-4-29-23,8,15,98
2021-3-4-4-29-24,9,13,98
2021-3-4-4-29-25,11,14,95
2021-3-4-4-29-26,8,13,98
2021-3-4-4-29-27,8,14,99
2021-3-4-4-29-28,11,17,97
2021-3-4-4-29-29,8,20,98
2021-3-4-4-29-30,11,23,96
2021-3-4-4-29-31,9,25,97
2021-3-4-4-29-32,8,24,95
2021-3-4-4-29-33,9,23,97
